3162	0
3162	1
3162	101
3162	102
3162	103
3162	532
3162	533
3162	534
3162	535
3162	536
3162	537
3162	689
3162	699
3162	700
3162	701
3162	1311
3162	1312
3162	1532
3162	1547
3162	1548
3162	1549
3162	1589
3162	1860
3162	1861
3162	1862
3162	1863
3162	2265
3163	2
3163	3
3163	232
3163	371
3163	402
3163	522
3163	690
3163	691
3163	858
3163	868
3163	869
3163	870
3163	926
3163	927
3163	928
3163	929
3163	930
3163	931
3163	932
3163	933
3163	1091
3163	1093
3163	2512
3163	2513
3163	2514
3164	4
3164	7
3164	8
3164	87
3164	150
3164	152
3164	182
3164	451
3164	452
3164	453
3164	503
3164	506
3164	507
3164	702
3164	703
3164	704
3164	807
3164	1096
3164	1097
3164	1098
3164	1099
3164	1111
3164	1112
3164	1193
3164	1194
3164	1268
3164	1372
3164	1373
3164	1374
3164	1375
3164	1376
3164	1390
3164	1391
3164	1671
3164	1672
3164	1673
3164	1674
3164	1675
3164	2276
3164	2442
3164	2622
3164	2623
3164	2624
3164	2625
3164	2626
3164	2915
3165	5
3165	6
3165	504
3165	505
3165	2350
3165	2583
3165	2883
3165	2884
3166	9
3166	320
3166	322
3166	323
3166	324
3166	326
3166	327
3166	328
3166	330
3166	331
3166	424
3166	425
3166	426
3166	427
3166	428
3166	450
3166	454
3166	455
3166	464
3166	465
3166	466
3166	467
3166	481
3166	509
3166	510
3166	511
3166	512
3166	606
3166	607
3166	657
3166	658
3166	705
3166	834
3166	934
3166	935
3166	936
3166	1337
3166	1402
3166	1403
3166	1404
3166	1459
3166	1485
3166	1486
3166	1487
3166	1488
3166	1489
3166	1616
3166	1617
3166	1644
3166	1646
3166	1647
3166	1648
3166	1650
3166	1651
3166	1652
3166	1654
3166	1655
3166	2965
3166	2966
3166	2967
3166	2968
3167	10
3167	11
3167	14
3167	15
3167	17
3167	18
3167	32
3167	35
3167	36
3167	38
3167	226
3167	392
3167	395
3167	396
3167	445
3167	446
3167	551
3167	553
3167	1076
3167	1274
3167	1314
3167	1315
3167	1360
3167	1573
3167	1574
3167	1575
3167	1738
3167	1739
3167	1740
3167	1741
3167	1937
3167	1938
3167	1939
3167	1940
3167	2352
3167	2594
3167	2595
3167	2770
3167	2771
3168	12
3168	13
3168	16
3168	34
3168	529
3168	552
3168	2034
3169	19
3169	20
3169	21
3169	22
3169	23
3169	24
3169	25
3169	26
3169	27
3169	46
3169	93
3169	94
3169	95
3169	96
3169	97
3169	98
3169	99
3169	100
3169	210
3169	291
3169	292
3169	582
3169	583
3169	584
3169	585
3169	629
3169	630
3169	659
3169	660
3169	661
3169	662
3169	663
3169	664
3169	665
3169	752
3169	761
3169	762
3169	763
3169	764
3169	1129
3169	1144
3169	1271
3169	1344
3169	1345
3169	1346
3169	1347
3169	2627
3169	2749
3169	2750
3169	2751
3170	28
3170	29
3170	1358
3170	1891
3170	1892
3171	30
3172	31
3172	45
3172	105
3172	217
3172	293
3172	305
3172	471
3172	475
3172	513
3172	514
3172	515
3172	516
3172	517
3172	523
3172	524
3172	525
3172	526
3172	538
3172	539
3172	540
3172	541
3172	542
3172	906
3172	907
3172	908
3172	909
3172	910
3172	964
3172	1029
3172	1030
3172	1031
3172	1032
3172	1063
3172	1216
3172	1217
3172	1218
3172	1219
3172	1260
3172	1261
3172	1262
3172	1273
3172	1602
3173	33
3173	48
3173	49
3173	50
3173	414
3173	618
3173	619
3173	743
3173	769
3173	770
3173	771
3173	772
3173	773
3173	774
3173	775
3173	776
3173	1001
3173	1002
3173	1003
3173	1004
3173	1156
3173	1451
3173	1490
3173	1701
3173	1752
3173	1753
3173	1895
3173	1896
3173	1897
3173	1941
3173	1942
3173	2177
3173	2329
3173	2330
3173	2387
3173	2483
3173	2485
3173	2486
3173	2487
3173	2746
3173	2747
3173	2748
3173	3117
3174	37
3174	67
3174	68
3174	69
3174	70
3174	521
3174	1133
3174	1317
3174	1318
3174	1319
3174	1499
3174	1706
3174	1707
3174	1767
3174	1779
3174	2739
3175	39
3175	40
3175	41
3175	42
3175	43
3175	44
3175	808
3175	809
3175	810
3175	811
3175	812
3175	813
3175	814
3175	815
3175	816
3175	823
3175	824
3175	825
3175	826
3175	827
3175	828
3175	829
3175	830
3175	831
3175	832
3175	833
3175	1191
3175	1192
3175	1482
3175	1542
3175	1560
3175	1561
3175	1605
3175	1606
3175	1633
3175	1634
3175	1635
3175	1636
3175	1702
3175	1703
3175	1704
3175	1705
3175	1844
3175	1845
3175	1850
3175	1851
3175	2432
3175	2433
