835	0
836	1
837	2
838	3
839	4
840	5
841	6
842	7
843	8
844	9
845	10
846	11
847	12
848	13
849	14
850	15
851	16
854	19
856	21
857	22
858	23
859	24
860	25
862	27
863	28
864	29
865	30
866	31
867	32
868	33
869	34
870	35
871	36
872	37
873	38
874	39
875	40
876	41
877	42
878	43
879	44
880	45
881	46
884	49
885	50
886	51
887	52
888	53
889	54
890	55
891	56
892	57
893	58
895	60
897	62
898	63
899	64
900	65
901	66
902	67
903	68
904	69
905	70
906	71
907	72
908	73
909	74
910	75
911	76
912	77
913	78
914	79
915	80
916	81
917	82
918	83
919	84
920	85
921	86
922	87
923	88
924	89
925	90
927	92
928	93
929	94
930	95
931	96
932	97
933	98
934	99
935	100
936	101
937	102
938	103
939	104
940	105
943	108
944	109
945	110
946	111
948	113
949	114
950	115
951	116
952	117
953	118
956	121
958	123
962	127
963	128
964	129
968	133
969	134
970	135
971	136
972	137
973	138
975	140
977	142
980	145
981	146
983	148
984	149
985	150
986	151
987	152
988	153
989	154
990	155
991	156
992	157
993	158
994	159
996	161
998	163
999	164
1000	165
1001	166
1002	167
1003	168
1004	169
1005	170
1006	171
1007	172
1008	173
1009	174
1010	175
1011	176
1012	177
1013	178
1014	179
1015	180
1016	181
1017	182
1018	183
1019	184
1020	185
1021	186
1022	187
1024	189
1027	192
1028	193
1029	194
1030	195
1031	196
1032	197
1035	200
1036	201
1037	202
1038	203
1039	204
1040	205
1041	206
1043	208
1044	209
1045	210
1046	211
1047	212
1049	214
1050	215
1051	216
1052	217
1053	218
1054	219
1056	221
1057	222
1058	223
1059	224
1060	225
1061	226
1062	227
1063	228
1064	229
1065	230
1066	231
1067	232
1068	233
1069	234
1070	235
1071	236
1072	237
1073	238
1074	239
1075	240
1076	241
1077	242
1078	243
1079	244
1080	245
1081	246
1082	247
1083	248
1085	250
1088	253
1089	254
1090	255
1091	256
1092	257
1093	258
1094	259
1095	260
1096	261
1097	262
1098	263
1099	264
1100	265
1101	266
1103	268
1104	269
1105	270
1106	271
1107	272
1108	273
1109	274
1110	275
1111	276
1112	277
1113	278
1114	279
1115	280
1116	281
1117	282
1119	284
1120	285
1122	287
1123	288
1124	289
1125	290
1128	293
1130	295
1132	297
1133	298
1134	299
1135	300
1138	303
1139	304
1140	305
1141	306
1142	307
1143	308
1144	309
1145	310
1146	311
1148	313
1149	314
1150	315
1152	317
1153	318
1154	319
1155	320
1156	321
1157	322
1158	323
1159	324
1160	325
1161	326
1162	327
1163	328
1164	329
1165	330
1166	331
1167	332
1168	333
1169	334
1170	335
1171	336
1172	337
1173	338
1174	339
1175	340
1176	341
1177	342
1178	343
1179	344
1180	345
1181	346
1182	347
1183	348
1184	349
1185	350
1186	351
1188	353
1189	354
1190	355
1191	356
1192	357
1193	358
1195	360
1197	362
1198	363
1199	364
1200	365
1201	366
1202	367
1203	368
1204	369
1206	371
1207	372
1208	373
1209	374
1210	375
1211	376
1212	377
1213	378
1214	379
1216	381
1217	382
1218	383
1219	384
1220	385
1221	386
1222	387
1223	388
1224	389
1225	390
1226	391
1227	392
1228	393
1229	394
1230	395
1231	396
1232	397
1233	398
1234	399
1235	400
1236	401
1237	402
1239	404
1240	405
1241	406
1242	407
1243	408
1244	409
1245	410
1247	412
1248	413
1250	415
1251	416
1252	417
1253	418
1255	420
1256	421
1260	425
1261	426
1263	428
1264	429
1265	430
1266	431
1267	432
1268	433
1269	434
1270	435
1271	436
1272	437
1273	438
1274	439
1275	440
1276	441
1277	442
1278	443
1279	444
1280	445
1281	446
1282	447
1283	448
1285	450
1286	451
1287	452
1288	453
1289	454
1291	456
1292	457
1293	458
1295	460
1296	461
1298	463
1299	464
1300	465
1301	466
1302	467
1303	468
1304	469
1305	470
1308	473
1309	474
1310	475
1311	476
1314	479
1315	480
1316	481
1317	482
1319	484
1320	485
1321	486
1322	487
1323	488
1325	490
1327	492
1328	493
1329	494
1330	495
1338	503
1339	504
1341	506
1342	507
1343	508
1345	510
1346	511
1348	513
1350	515
1351	516
